011785,금호석유우,KP,KR,,우선주
011790,SKC,KP,KR,화학,
011810,STX,KP,KR,유통,
011930,신성이엔지,KP,KR,반도체,
012030,DB,KP,KR,IT서비스,
012160,영흥,KP,KR,철강과금속,
012170,키위미디어그룹,KP,KR,오락과문화,
012200,계양전기,KP,KR,자동차부품,
012205,계양전기우,KP,KR,,우선주
012280,영화금속,KP,KR,자동차부품,
012320,경동인베스트,KP,KR,금융,
012330,현대모비스,KP,KR,자동차부품,
012340,뉴인텍,KD,KR,전자부품제조업,
012450,한화에어로스페이스,KP,KR,우주항공및국방,
012510,더존비즈온,KP,KR,기타서비스,
012600,센트럴인사이트,KP,KR,컴퓨터와주변기기,
012610,경인양행,KP,KR,화학,
012620,원일특강,KD,KR,철강과금속,
012630,HDC,KP,KR,금융,
012690,모나리자,KP,KR,종이와목재,
012700,리드코프,KD,KR,유통,
012750,에스원,KP,KR,기타서비스,
012790,신일제약,KD,KR,제약바이오,
012800,대창,KP,KR,비철금속,
012860,모베이스전자,KD,KR,자동차부품,
013000,세우글로벌,KP,KR,유통,
013030,하이록코리아,KD,KR,기계와장비,
013120,동원개발,KD,KR,건설,
013310,아진산업,KD,KR,자동차부품,
013360,일성건설,KP,KR,건설,
013520,화승알앤에이,KP,KR,자동차부품,
013570,디와이,KP,KR,금융,
013580,계룡건설,KP,KR,건설,
013700,까뮤이앤씨,KP,KR,건설,
013720,청보산업,KD,KR,자동차부품,
013810,스페코,KD,KR,기계와장비,
013870,지엠비코리아,KP,KR,자동차부품,
013890,지누스,KP,KR,가구제조업,
013990,아가방컴퍼니,KD,KR,섬유의류,
014100,메디앙스,KD,KR,화학,
014130,한익스프레스,KP,KR,화물운송과물류,
014160,대영포장,KP,KR,종이와목재,
014190,원익큐브,KD,KR,유통,
014200,광림,KD,KR,기계와장비,
014280,금강공업,KP,KR,건축제품,
014285,금강공업우,KP,KR,,우선주
014440,영보화학,KP,KR,화학,
014470,부방,KD,KR,,
014530,극동유화,KP,KR,화학,
014570,고려제약,KD,KR,제약바이오,
014580,태경비케이,KP,KR,비철금속,
014620,성광벤드,KD,KR,기계와장비,
014680,한솔케미칼,KP,KR,화학,
014710,사조씨푸드,KP,KR,음식료,
014790,한라,KP,KR,건설,
014820,동원시스템즈,KP,KR,종이와목재,
014825,동원시스템즈우,KP,KR,,우선주
014830,유니드,KP,KR,화학,
014910,성문전자,KP,KR,전자부품제조업,
014915,성문전자우,KP,KR,,우선주
014940,오리엔탈정공,KD,KR,기계와장비,
014970,삼륭물산,KD,KR,종이와목재,
014990,인디에프,KP,KR,섬유의류,
015020,이스타코,KP,KR,오락과문화,
015230,대창단조,KP,KR,기계와장비,
015260,에이엔피,KP,KR,전자부품제조업,
015350,부산가스,KP,KR,가스유틸리티,
015360,예스코홀딩스,KP,KR,금융,
015540,쎌마테라퓨틱스,KP,KR,기타서비스,
015590,큐로,KP,KR,기계와장비,
015710,코콤,KD,KR,통신장비,
015750,성우하이텍,KD,KR,자동차부품,
015760,한국전력,KP,KR,전기유틸리티,
015860,일진홀딩스,KP,KR,금융,
